task_name,arg_type,dtype,compute_mode,hidden_size,sp_size,num_tokens,num_experts,topk,latency(us),read_bytes(B),write_bytes(B),io_bytes(B),mem_bw(GB/s),calc_flops,calc_flops_power(tflops),calc_mem_ratio
moe_softmax_topk,llm,float32,post-softmax,4096,1,288,64,4,14.134,73728,9216,82944,5.868,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,320,64,4,14.708,81920,10240,92160,6.266,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,352,64,4,14.662,90112,11264,101376,6.914,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,384,64,4,15.994,98304,12288,110592,6.915,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,416,64,4,16.018,106496,13312,119808,7.479,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,448,64,4,16.846,114688,14336,129024,7.659,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,480,64,4,18.01,122880,15360,138240,7.676,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,512,64,4,18.074,131072,16384,147456,8.158,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,640,64,4,20.18,163840,20480,184320,9.134,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,768,64,4,22.682,196608,24576,221184,9.751,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,896,64,4,23.878,229376,28672,258048,10.807,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1024,64,4,26.804,262144,32768,294912,11.002,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1152,64,4,28.786,294912,36864,331776,11.525,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1280,64,4,32.465,327680,40960,368640,11.355,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1408,64,4,33.885,360448,45056,405504,11.967,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1536,64,4,35.843,393216,49152,442368,12.342,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1664,64,4,38.642,425984,53248,479232,12.402,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1792,64,4,41.092,458752,57344,516096,12.559,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,1920,64,4,44.495,491520,61440,552960,12.428,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2048,64,4,47.811,524288,65536,589824,12.337,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2176,64,4,49.027,557056,69632,626688,12.783,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2304,64,4,50.944,589824,73728,663552,13.025,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2432,64,4,52.647,622592,77824,700416,13.304,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2560,64,4,54.381,655360,81920,737280,13.558,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2688,64,4,55.918,688128,86016,774144,13.844,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2816,64,4,58.987,720896,90112,811008,13.749,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,2944,64,4,61.265,753664,94208,847872,13.84,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3072,64,4,62.604,786432,98304,884736,14.132,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3200,64,4,65.857,819200,102400,921600,13.994,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3328,64,4,67.678,851968,106496,958464,14.162,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3456,64,4,69.962,884736,110592,995328,14.227,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3584,64,4,71.525,917504,114688,1032192,14.431,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3712,64,4,74.68,950272,118784,1069056,14.315,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3840,64,4,76.583,983040,122880,1105920,14.441,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,3968,64,4,78.747,1015808,126976,1142784,14.512,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,4096,64,4,81.265,1048576,131072,1179648,14.516,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,6144,64,4,116.579,1572864,196608,1769472,15.178,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,8192,64,4,153.811,2097152,262144,2359296,15.339,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,10240,64,4,189.012,2621440,327680,2949120,15.603,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,12288,64,4,225.617,3145728,393216,3538944,15.686,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,14336,64,4,260.362,3670016,458752,4128768,15.858,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,16384,64,4,296.697,4194304,524288,4718592,15.904,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,18432,64,4,332.743,4718592,589824,5308416,15.953,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,20480,64,4,367.569,5242880,655360,5898240,16.047,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,22528,64,4,404.717,5767168,720896,6488064,16.031,0,0.0,0.0
moe_softmax_topk,llm,float32,post-softmax,4096,1,24576,64,4,439.378,6291456,786432,7077888,16.109,0,0.0,0.0
